pclass,sex,age,sibsp,parch,fare,cabin,embarked,title,age_indicator,sibsp_indicator,parch_indicator,fare_indicator
2,female,40.0,0,0,13.0,Missing,S,Miss,0,0,0,0
3,male,28.0,0,0,7.25,Missing,S,Mr,1,0,0,0
3,male,25.0,0,0,7.8958,Missing,S,Mr,0,0,0,0
2,male,36.0,0,0,13.0,Missing,S,Mr,0,0,0,0
3,male,28.0,0,0,7.2292,Rare,C,Mr,1,0,0,0
3,male,45.5,0,0,7.225,Missing,C,Mr,0,0,0,0
3,male,32.0,0,0,8.3625,Missing,S,Mr,0,0,0,0
1,female,48.0,0,0,25.9292,Rare,S,Mrs,0,0,0,0
3,male,27.0,0,0,7.7958,Missing,S,Mr,0,0,0,0
2,male,28.0,0,0,13.8625,Missing,C,Mr,1,0,0,0
1,male,28.0,0,0,51.8625,Rare,S,Mr,1,0,0,0
2,female,19.0,1,0,26.0,Missing,S,Mrs,0,0,0,0
3,male,25.0,0,0,7.05,Missing,S,Mr,0,0,0,0
2,male,30.0,0,0,13.0,Missing,S,Mr,0,0,0,0
1,male,28.0,0,0,31.0,Missing,S,Mr,1,0,0,0
3,male,28.0,0,0,22.525,Missing,S,Mr,0,0,0,0
2,male,24.0,2,0,31.5,Missing,S,Mr,0,0,0,0
3,female,28.0,0,0,14.5,Missing,S,Mrs,1,0,0,0
3,female,16.0,5,2,46.9,Missing,S,Miss,0,0,0,0
2,male,49.0,1,2,65.0,Missing,S,Mr,0,0,0,0
1,male,42.0,1,0,52.5542,Rare,S,Mr,0,0,0,0
3,female,30.5,0,0,7.75,Missing,Q,Miss,0,0,0,0
3,female,28.0,0,0,7.75,Missing,Q,Miss,1,0,0,0
2,male,30.0,0,0,13.0,Missing,S,Mr,0,0,0,0
2,male,30.0,0,0,13.0,Missing,S,Mr,0,0,0,0
3,male,28.0,1,2,23.45,Missing,S,Mr,1,0,0,0
3,male,20.0,0,0,7.2292,Missing,C,Mr,0,0,0,0
2,female,15.0,0,2,39.0,Missing,S,Miss,0,0,0,0
2,male,23.0,2,1,11.5,Missing,S,Mr,0,0,0,0
1,female,50.0,0,1,247.5208,Rare,C,Mrs,0,0,0,0
3,male,0.75,1,1,13.775,Missing,S,Rare,0,0,0,0
3,male,36.5,1,0,17.4,Missing,S,Mr,0,0,0,0
3,male,30.0,0,0,8.05,Missing,S,Mr,0,0,0,0
2,male,23.0,0,0,13.0,Missing,S,Mr,0,0,0,0
3,female,2.0,0,1,12.2875,Missing,S,Miss,0,0,0,0
1,male,27.0,0,2,211.5,C,C,Mr,0,0,0,0
3,female,28.0,1,0,16.1,Missing,S,Mrs,1,0,0,0
2,male,44.0,1,0,26.0,Missing,S,Mr,0,0,0,0
1,male,49.0,0,0,0.0,Rare,S,Mr,0,0,0,0
3,male,38.0,0,0,8.6625,Missing,S,Mr,0,0,0,0
3,male,27.0,0,0,7.225,Missing,C,Mr,0,0,0,0
1,male,49.0,1,0,89.1042,C,C,Mr,0,0,0,0
3,male,19.0,0,0,14.5,Missing,S,Mr,0,0,0,0
3,male,18.0,0,0,7.75,Missing,S,Mr,0,0,0,0
1,female,64.0,0,2,83.1583,Rare,C,Mrs,0,0,0,0
3,male,25.0,0,0,7.65,Rare,S,Mr,0,0,0,0
2,male,26.0,0,0,13.0,Missing,S,Mr,0,0,0,0
2,female,34.0,0,1,23.0,Missing,S,Mrs,0,0,0,0
3,male,28.0,0,0,7.8292,Missing,Q,Mr,1,0,0,0
2,male,32.0,0,0,13.0,Missing,S,Mr,0,0,0,0
2,male,8.0,1,1,36.75,Missing,S,Rare,0,0,0,0
3,male,19.0,0,0,10.1708,Missing,S,Mr,0,0,0,0
1,male,50.0,2,0,133.65,Missing,S,Rare,0,0,0,0
3,male,40.0,1,4,27.9,Missing,S,Mr,0,0,0,0
3,female,25.0,0,0,7.775,Missing,S,Miss,0,0,0,0
1,female,17.0,1,0,108.9,C,C,Mrs,0,0,0,0
3,male,28.0,0,0,8.7125,Missing,C,Mr,1,0,0,0
1,female,47.0,1,1,52.5542,Rare,S,Mrs,0,0,0,0
3,female,28.0,8,2,69.55,Missing,S,Miss,1,0,0,0
3,male,29.0,3,1,22.025,Missing,S,Mr,0,0,0,0
1,female,18.0,2,2,262.375,Rare,C,Miss,0,0,0,0
1,male,46.0,0,0,79.2,Missing,C,Mr,0,0,0,0
3,male,28.0,0,0,7.75,Missing,Q,Mr,1,0,0,0
1,female,45.0,0,0,262.375,Missing,C,Miss,0,0,0,0
2,female,33.0,1,2,27.75,Missing,S,Mrs,0,0,0,0
3,male,22.0,0,0,9.35,Missing,S,Mr,0,0,0,0
2,male,27.0,0,0,13.0,Missing,S,Rare,0,0,0,0
3,female,1.0,1,1,12.1833,Missing,S,Miss,0,0,0,0
3,female,19.0,0,0,7.8792,Missing,Q,Miss,0,0,0,0
3,male,28.0,0,0,8.05,Missing,S,Mr,0,0,0,0
1,male,36.0,0,0,26.3875,Rare,S,Mr,0,0,0,0
3,male,36.0,0,0,0.0,Missing,S,Mr,0,0,0,0
2,female,31.0,1,1,26.25,Missing,S,Mrs,0,0,0,0
3,male,26.0,0,0,7.8875,Missing,S,Mr,0,0,0,0
3,female,16.0,0,0,7.65,Missing,S,Miss,0,0,0,0
3,female,9.0,4,2,31.275,Missing,S,Miss,0,0,0,0
3,female,24.0,0,3,19.2583,Missing,C,Mrs,0,0,0,0
2,female,12.0,0,0,15.75,Missing,S,Miss,0,0,0,0
3,male,31.0,0,0,7.7333,Missing,Q,Mr,0,0,0,0
1,male,46.0,0,0,26.0,Missing,S,Mr,0,0,0,0
3,male,26.0,0,0,7.8958,Missing,S,Mr,0,0,0,0
1,female,43.0,0,1,211.3375,Rare,S,Mrs,0,0,0,0
3,male,17.0,0,0,8.6625,Missing,S,Mr,0,0,0,0
3,male,22.0,0,0,7.125,Missing,S,Mr,0,0,0,0
3,female,28.0,0,0,8.05,Missing,S,Mrs,1,0,0,0
3,female,16.0,0,0,7.75,Missing,Q,Miss,0,0,0,0
3,male,32.5,0,0,9.5,Missing,S,Mr,0,0,0,0
1,male,62.0,0,0,26.55,Missing,S,Mr,0,0,0,0
1,male,43.0,1,0,27.7208,Rare,C,Mr,0,0,0,0
3,male,16.0,0,0,8.05,Missing,S,Mr,0,0,0,0
1,female,52.0,1,1,93.5,Rare,S,Mrs,0,0,0,0
3,female,3.0,1,1,13.775,Missing,S,Miss,0,0,0,0
3,female,2.0,4,2,31.275,Missing,S,Miss,0,0,0,0
1,male,38.0,0,1,153.4625,C,S,Mr,0,0,0,0
1,male,28.0,0,0,0.0,Rare,S,Mr,1,0,0,0
2,female,60.0,1,0,26.0,Missing,S,Mrs,0,0,0,0
1,female,36.0,0,0,262.375,Rare,C,Miss,0,0,0,0
3,male,40.0,1,6,46.9,Missing,S,Mr,0,0,0,0
3,male,21.0,0,0,7.7958,Missing,S,Mr,0,0,0,0
3,female,47.0,1,0,14.5,Missing,S,Mrs,0,0,0,0
3,female,38.0,4,2,7.775,Missing,S,Miss,0,0,0,0
3,male,25.0,0,0,7.65,Rare,S,Mr,0,0,0,0
3,male,28.5,0,0,16.1,Missing,S,Mr,0,0,0,0
3,male,17.0,0,0,8.6625,Missing,S,Mr,0,0,0,0
1,female,45.0,1,0,52.5542,Rare,S,Mrs,0,0,0,0
3,female,28.0,0,0,7.8292,Missing,Q,Miss,1,0,0,0
2,female,34.0,0,0,13.0,Missing,S,Miss,0,0,0,0
1,male,49.0,1,0,56.9292,Rare,C,Mr,0,0,0,0
3,male,28.0,0,0,7.75,Missing,Q,Mr,1,0,0,0
3,male,25.0,0,0,7.225,Missing,C,Mr,0,0,0,0
3,male,22.5,0,0,7.225,Missing,C,Mr,0,0,0,0
2,male,28.0,0,0,10.5,Missing,S,Mr,0,0,0,0
1,male,19.0,3,2,263.0,C,S,Mr,0,0,0,0
3,female,28.0,0,2,15.2458,Missing,C,Mrs,1,0,0,0
1,female,22.0,0,1,61.9792,Rare,C,Miss,0,0,0,0
2,male,29.0,1,0,27.7208,Missing,C,Mr,0,0,0,0
3,male,28.0,0,0,8.05,Missing,S,Mr,1,0,0,0
1,female,31.0,0,2,164.8667,C,S,Miss,0,0,0,0
3,male,28.0,0,0,8.05,Missing,S,Mr,1,0,0,0
3,male,33.0,0,0,8.6625,Missing,C,Mr,0,0,0,0
2,male,28.0,0,0,10.5,Missing,S,Mr,0,0,0,0
3,male,28.0,1,0,14.4542,Missing,C,Mr,1,0,0,0
1,female,33.0,0,0,86.5,Rare,S,Rare,0,0,0,0
3,male,21.0,0,0,16.1,Missing,S,Mr,0,0,0,0
2,male,19.0,1,1,36.75,Missing,S,Mr,0,0,0,0
3,male,21.0,0,0,7.775,Missing,S,Mr,0,0,0,0
3,female,23.0,0,0,7.925,Missing,S,Miss,0,0,0,0
2,male,18.0,0,0,73.5,Missing,S,Mr,0,0,0,0
3,male,9.0,4,2,31.3875,Missing,S,Rare,0,0,0,0
1,female,54.0,1,0,78.2667,Rare,C,Miss,0,0,0,0
3,male,44.0,0,0,7.925,Missing,S,Mr,0,0,0,0
3,male,34.0,0,0,8.05,Missing,S,Mr,0,0,0,0
3,male,51.0,0,0,7.0542,Missing,S,Mr,0,0,0,0
1,male,33.0,0,0,5.0,Rare,S,Mr,0,0,0,0
3,male,16.0,1,1,20.25,Missing,S,Mr,0,0,0,0
2,male,25.0,1,0,26.0,Missing,S,Mr,0,0,0,0
3,male,19.0,0,0,7.8958,Missing,S,Mr,0,0,0,0
2,female,24.0,2,1,27.0,Missing,S,Mrs,0,0,0,0
1,male,26.0,0,0,30.0,C,C,Mr,0,0,0,0
2,male,29.0,0,0,10.5,Missing,S,Mr,0,0,0,0
2,male,30.0,0,0,12.7375,Missing,C,Mr,0,0,0,0
1,female,39.0,0,0,108.9,C,C,Rare,0,0,0,0
2,male,27.0,1,0,26.0,Missing,S,Mr,0,0,0,0
3,male,28.0,0,0,7.8958,Missing,S,Mr,1,0,0,0
3,female,17.0,0,0,7.7333,Missing,Q,Miss,0,0,0,0
3,male,28.0,0,0,7.8958,Missing,S,Mr,1,0,0,0
2,male,34.0,1,0,21.0,Missing,S,Mr,0,0,0,0
1,male,65.0,0,0,26.55,Rare,S,Mr,0,0,0,0
3,female,26.0,0,0,7.8542,Missing,S,Miss,0,0,0,0
2,male,40.0,0,0,16.0,Missing,S,Mr,0,0,0,0
2,male,36.5,0,2,26.0,Rare,S,Mr,0,0,0,0
3,female,21.0,0,0,7.75,Missing,Q,Miss,0,0,0,0
3,male,18.0,0,0,7.75,Missing,S,Mr,0,0,0,0
2,male,28.0,0,0,13.0,Missing,S,Mr,0,0,0,0
1,male,42.0,0,0,26.55,Missing,S,Mr,0,0,0,0
2,male,21.0,0,0,13.0,Missing,S,Mr,0,0,0,0
3,female,28.0,1,0,14.4583,Missing,C,Mrs,1,0,0,0
3,male,22.0,0,0,7.225,Missing,C,Mr,0,0,0,0
2,female,27.0,1,0,13.8583,Missing,C,Miss,0,0,0,0
3,female,28.0,0,0,7.75,Missing,Q,Miss,1,0,0,0
3,male,41.0,0,0,7.125,Missing,S,Mr,0,0,0,0
2,female,55.0,0,0,16.0,Missing,S,Mrs,0,0,0,0
1,male,24.0,0,0,79.2,Rare,C,Mr,0,0,0,0
3,female,30.0,0,0,6.95,Missing,Q,Miss,0,0,0,0
1,male,32.5,0,0,211.5,C,C,Mr,0,0,0,0
3,male,22.0,0,0,7.7958,Missing,S,Mr,0,0,0,0
3,male,9.0,5,2,46.9,Missing,S,Rare,0,0,0,0
3,male,11.0,5,2,46.9,Missing,S,Rare,0,0,0,0
2,female,24.0,0,2,14.5,Missing,S,Mrs,0,0,0,0
3,male,22.0,0,0,7.5208,Missing,S,Mr,0,0,0,0
3,male,18.0,1,0,6.4958,Missing,S,Mr,0,0,0,0
3,female,28.0,0,0,7.8958,Missing,S,Miss,0,0,0,0
3,male,20.0,0,0,7.05,Missing,S,Mr,0,0,0,0
1,female,52.0,1,0,78.2667,Rare,C,Mrs,0,0,0,0
1,male,50.0,1,0,106.425,C,C,Mr,0,0,0,0
3,female,28.0,3,1,25.4667,Missing,S,Miss,1,0,0,0
3,male,25.0,1,0,17.8,Missing,S,Mr,0,0,0,0
3,female,17.0,0,1,16.1,Missing,S,Miss,0,0,0,0
2,male,30.0,0,0,13.0,Missing,S,Mr,0,0,0,0
1,male,28.0,0,0,52.0,Rare,S,Mr,1,0,0,0
1,male,31.0,1,0,52.0,Rare,S,Mr,0,0,0,0
3,female,28.0,0,0,7.75,Missing,Q,Miss,1,0,0,0
3,male,35.0,0,0,8.05,Missing,S,Mr,0,0,0,0
3,female,26.0,0,2,13.775,Missing,S,Mrs,0,0,0,0
1,female,29.0,0,0,211.3375,Rare,S,Miss,0,0,0,0
2,female,18.0,0,2,13.0,Missing,S,Miss,0,0,0,0
3,male,40.0,1,1,15.5,Missing,Q,Mr,0,0,0,0
2,female,24.0,1,0,27.7208,Missing,C,Mrs,0,0,0,0
2,male,30.0,1,1,26.0,Missing,S,Rare,0,0,0,0
3,female,28.0,0,0,8.05,Missing,S,Miss,1,0,0,0
2,male,28.0,0,0,13.5,Missing,S,Mr,0,0,0,0
1,female,28.0,0,0,31.6833,Missing,S,Mrs,1,0,0,0
2,male,42.0,0,0,13.0,Missing,S,Mr,0,0,0,0
3,male,1.0,4,1,39.6875,Missing,S,Rare,0,0,0,0
3,male,28.0,1,0,24.15,Missing,Q,Mr,1,0,0,0
1,male,28.0,0,0,0.0,Missing,S,Mr,1,0,0,0
3,male,28.0,0,0,14.4583,Missing,C,Mr,1,0,0,0
2,male,25.0,0,0,10.5,Missing,S,Mr,0,0,0,0
3,female,27.0,0,0,7.925,Missing,S,Miss,0,0,0,0
1,female,23.0,0,1,83.1583,C,C,Mrs,0,0,0,0
3,female,31.0,0,0,7.8542,Missing,S,Miss,0,0,0,0
3,male,32.0,0,0,22.525,Missing,S,Mr,0,0,0,0
2,female,26.0,1,1,26.0,Missing,S,Mrs,0,0,0,0
1,female,31.0,1,0,113.275,Rare,C,Miss,0,0,0,0
3,male,28.0,0,0,7.7958,Missing,S,Mr,0,0,0,0
1,male,71.0,0,0,34.6542,Rare,C,Mr,0,0,0,0
3,female,28.0,0,0,7.55,Missing,S,Miss,1,0,0,0
1,male,55.0,1,0,59.4,Missing,C,Mr,0,0,0,0
3,female,47.0,1,0,7.0,Missing,S,Mrs,0,0,0,0
3,male,28.0,0,0,22.525,Missing,S,Mr,0,0,0,0
3,male,28.0,8,2,69.55,Missing,S,Mr,1,0,0,0
3,male,28.0,0,0,7.75,Missing,Q,Mr,1,0,0,0
3,male,2.0,3,1,21.075,Missing,S,Rare,0,0,0,0
3,female,19.0,1,0,16.1,Missing,S,Mrs,0,0,0,0
3,male,28.0,0,0,8.05,Missing,S,Mr,1,0,0,0
2,female,44.0,1,0,26.0,Missing,S,Mrs,0,0,0,0
1,male,33.0,0,0,26.55,Missing,S,Mr,0,0,0,0
3,male,59.0,0,0,7.25,Missing,S,Mr,0,0,0,0
1,male,25.0,1,0,91.0792,Rare,C,Mr,0,0,0,0
3,male,20.0,0,0,9.8458,Missing,S,Mr,0,0,0,0
1,female,62.0,0,0,80.0,Rare,Rare,Mrs,0,0,0,0
2,male,26.0,0,0,10.5,Missing,S,Mr,0,0,0,0
3,male,21.0,0,0,7.7958,Missing,S,Mr,0,0,0,0
3,male,28.0,0,0,7.225,Missing,C,Mr,1,0,0,0
3,male,23.0,0,0,7.8958,Missing,S,Mr,0,0,0,0
1,male,30.0,1,2,151.55,C,S,Mr,0,0,0,0
1,female,28.0,1,0,89.1042,C,C,Mrs,1,0,0,0
3,male,37.0,2,0,7.925,Missing,S,Mr,0,0,0,0
2,female,36.0,0,0,13.0,Missing,S,Miss,0,0,0,0
1,male,48.0,1,0,52.0,C,S,Mr,0,0,0,0
3,male,18.0,0,0,8.6625,Missing,S,Mr,0,0,0,0
3,female,28.0,0,0,8.1125,Missing,S,Mrs,1,0,0,0
3,male,28.0,0,0,8.05,Missing,S,Mr,1,0,0,0
3,female,63.0,0,0,9.5875,Missing,S,Mrs,0,0,0,0
3,male,27.0,0,0,7.8542,Missing,S,Mr,0,0,0,0
3,male,33.0,0,0,7.775,Missing,S,Mr,0,0,0,0
3,male,24.0,1,0,16.1,Missing,S,Mr,0,0,0,0
1,male,18.0,1,0,108.9,C,C,Mr,0,0,0,0
3,female,5.0,4,2,31.3875,Missing,S,Miss,0,0,0,0
1,male,23.0,0,0,93.5,Rare,S,Mr,0,0,0,0
1,male,29.0,1,0,66.6,C,S,Mr,0,0,0,0
3,male,28.0,1,0,19.9667,Missing,S,Mr,1,0,0,0
2,female,29.0,1,0,26.0,Missing,S,Mrs,0,0,0,0
3,male,28.0,2,0,21.6792,Missing,C,Mr,1,0,0,0
3,male,28.0,1,0,15.85,Missing,S,Mr,0,0,0,0
2,male,1.0,2,1,39.0,Rare,S,Rare,0,0,0,0
2,male,21.0,1,0,11.5,Missing,S,Mr,0,0,0,0
3,female,28.0,0,2,22.3583,Missing,C,Mrs,1,0,0,0
3,female,35.0,1,1,20.25,Missing,S,Mrs,0,0,0,0
3,female,28.0,1,9,69.55,Missing,S,Mrs,1,0,0,0
1,male,28.0,0,0,35.5,Rare,S,Mr,0,0,0,0
2,male,42.0,0,0,13.0,Missing,S,Mr,0,0,0,0
1,female,47.0,1,0,61.175,Rare,S,Mrs,0,0,0,0
3,male,19.0,0,0,7.8958,Missing,S,Mr,0,0,0,0
3,male,20.0,1,1,15.7417,Missing,C,Mr,0,0,0,0
2,male,26.0,1,1,29.0,Missing,S,Mr,0,0,0,0
1,male,28.0,0,0,227.525,Missing,C,Mr,1,0,0,0
3,female,17.0,0,0,14.4583,Missing,C,Miss,0,0,0,0
1,female,28.0,3,2,263.0,C,S,Miss,0,0,0,0
3,male,25.0,0,0,7.7958,Missing,S,Mr,0,0,0,0
3,male,32.0,0,0,7.775,Missing,S,Mr,0,0,0,0
2,male,41.0,0,0,13.0,Missing,S,Rare,0,0,0,0
2,female,31.0,0,0,21.0,Missing,S,Miss,0,0,0,0
3,male,16.0,1,3,34.375,Missing,S,Mr,0,0,0,0
1,male,37.0,1,0,53.1,C,S,Mr,0,0,0,0
1,male,34.0,0,0,26.55,Missing,S,Mr,0,0,0,0
3,male,28.0,0,0,7.75,Missing,Q,Mr,1,0,0,0
1,male,45.0,1,0,83.475,C,S,Mr,0,0,0,0
3,male,36.0,0,0,7.4958,Missing,S,Mr,0,0,0,0
3,male,28.0,0,0,8.05,Missing,S,Mr,1,0,0,0
2,male,24.0,0,0,10.5,Missing,S,Mr,0,0,0,0
3,female,45.0,1,0,14.1083,Missing,S,Mrs,0,0,0,0
3,male,49.0,0,0,0.0,Missing,S,Mr,0,0,0,0
3,male,19.0,0,0,6.75,Missing,Q,Mr,0,0,0,0
1,female,19.0,0,0,30.0,Rare,S,Miss,0,0,0,0
3,female,14.0,1,0,11.2417,Missing,C,Miss,0,0,0,0
1,male,39.0,0,0,0.0,Rare,S,Mr,0,0,0,0
2,female,41.0,0,1,19.5,Missing,S,Mrs,0,0,0,0
3,male,28.0,0,0,6.8583,Missing,Q,Mr,1,0,0,0
3,male,26.0,0,0,7.775,Missing,S,Mr,0,0,0,0
3,male,25.0,1,0,7.775,Missing,S,Mr,0,0,0,0
2,female,45.0,0,2,30.0,Missing,S,Mrs,0,0,0,0
3,male,28.0,1,0,7.75,Missing,Q,Mr,1,0,0,0
1,male,28.0,0,0,26.55,C,S,Mr,0,0,0,0
2,female,38.0,0,0,13.0,Missing,S,Miss,0,0,0,0
2,female,29.0,1,0,26.0,Missing,S,Mrs,0,0,0,0
3,male,16.0,2,0,18.0,Missing,S,Mr,0,0,0,0
2,male,42.0,0,0,13.0,Missing,S,Rare,0,0,0,0
2,female,20.0,1,0,26.0,Missing,S,Miss,0,0,0,0
3,male,45.0,0,0,6.975,Missing,S,Mr,0,0,0,0
1,female,24.0,0,0,83.1583,C,C,Miss,0,0,0,0
2,male,41.0,0,0,15.0458,Missing,C,Mr,0,0,0,0
2,female,33.0,0,2,26.0,Missing,S,Mrs,0,0,0,0
2,male,34.0,0,0,13.0,Rare,S,Mr,0,0,0,0
1,male,60.0,0,0,26.55,Missing,S,Rare,0,0,0,0
3,female,18.0,0,1,9.35,Missing,S,Mrs,0,0,0,0
1,female,25.0,1,2,151.55,C,S,Mrs,0,0,0,0
1,male,54.0,1,0,55.4417,C,C,Mr,0,0,0,0
3,male,28.0,1,1,22.3583,Missing,C,Rare,1,0,0,0
3,male,27.0,0,0,8.6625,Missing,S,Mr,0,0,0,0
3,male,36.0,1,1,24.15,Missing,S,Mr,0,0,0,0
1,male,36.0,1,2,120.0,Rare,S,Mr,0,0,0,0
2,female,34.0,1,1,32.5,Missing,S,Mrs,0,0,0,0
2,female,28.0,0,0,12.65,Missing,S,Mrs,0,0,0,0
3,male,28.0,1,0,15.5,Missing,Q,Mr,1,0,0,0
2,male,28.0,0,0,0.0,Missing,S,Mr,1,0,0,0
2,female,22.0,0,0,21.0,Missing,S,Mrs,0,0,0,0
3,female,28.0,0,0,15.5,Missing,Q,Miss,1,0,0,0
3,female,29.0,0,0,7.925,Missing,S,Miss,0,0,0,0
3,male,24.0,0,0,7.7958,Missing,S,Mr,0,0,0,0
3,male,28.0,0,0,8.05,Missing,S,Mr,1,0,0,0
3,male,32.0,0,0,7.75,Missing,Q,Mr,0,0,0,0
3,male,23.5,0,0,7.2292,Missing,C,Mr,0,0,0,0
2,male,39.0,0,0,13.0,Missing,S,Mr,0,0,0,0
2,female,19.0,0,0,26.0,Missing,S,Mrs,0,0,0,0
3,male,24.0,0,0,7.25,Missing,Q,Mr,0,0,0,0
3,female,28.0,1,2,23.45,Missing,S,Mrs,1,0,0,0
1,female,26.0,0,0,78.85,Missing,S,Miss,0,0,0,0
3,male,21.0,0,0,7.225,Missing,C,Mr,0,0,0,0
3,female,9.0,1,1,15.2458,Missing,C,Miss,0,0,0,0
2,female,24.0,2,3,18.75,Missing,S,Mrs,0,0,0,0
3,male,28.0,2,0,7.925,Missing,S,Mr,0,0,0,0
3,male,28.0,0,0,24.15,Missing,Q,Mr,1,0,0,0
3,male,33.0,0,0,7.8958,Missing,C,Mr,0,0,0,0
1,male,61.0,0,0,33.5,Rare,S,Mr,0,0,0,0
3,male,21.0,0,0,7.8542,Missing,S,Mr,0,0,0,0
3,male,28.0,0,0,7.8958,Missing,S,Mr,1,0,0,0
3,male,28.0,0,0,56.4958,Missing,S,Mr,1,0,0,0
2,female,50.0,0,0,10.5,Missing,S,Miss,0,0,0,0
1,female,35.0,1,0,52.0,Missing,S,Mrs,0,0,0,0
3,female,18.0,1,0,17.8,Missing,S,Mrs,0,0,0,0
3,female,45.0,0,1,14.4542,Missing,C,Mrs,0,0,0,0
2,male,32.0,1,0,26.0,Missing,S,Mr,0,0,0,0
1,female,28.0,0,0,27.7208,Missing,C,Mrs,1,0,0,0
3,female,28.0,8,2,69.55,Missing,S,Miss,1,0,0,0
3,male,28.0,0,0,8.05,Missing,S,Mr,1,0,0,0
1,male,17.0,0,0,47.1,Missing,S,Mr,0,0,0,0
2,female,57.0,0,0,10.5,Rare,S,Mrs,0,0,0,0
2,male,18.0,0,0,11.5,Missing,S,Mr,0,0,0,0
2,female,54.0,1,3,23.0,Missing,S,Mrs,0,0,0,0
3,male,11.0,0,0,18.7875,Missing,C,Mr,0,0,0,0
3,male,6.0,0,1,12.475,Rare,S,Rare,0,0,0,0
3,male,28.0,0,0,7.75,Missing,Q,Mr,1,0,0,0
3,male,21.0,0,0,8.6625,Missing,S,Mr,0,0,0,0
3,female,31.0,1,1,20.525,Missing,S,Mrs,0,0,0,0
3,female,36.0,0,2,12.1833,Missing,S,Mrs,0,0,0,0
3,male,1.0,5,2,46.9,Missing,S,Rare,0,0,0,0
2,female,24.0,1,2,65.0,Missing,S,Miss,0,0,0,0
3,male,26.0,0,0,7.775,Missing,S,Mr,0,0,0,0
2,male,35.0,0,0,10.5,Missing,S,Mr,0,0,0,0
3,male,6.0,3,1,21.075,Missing,S,Rare,0,0,0,0
3,male,21.0,0,0,8.05,Missing,S,Mr,0,0,0,0
3,male,18.0,0,0,7.775,Missing,S,Mr,0,0,0,0
3,male,42.0,0,0,7.65,Rare,S,Mr,0,0,0,0
3,male,28.0,0,0,8.05,Missing,S,Mr,1,0,0,0
3,female,28.0,0,0,7.75,Missing,Q,Miss,1,0,0,0
1,male,28.0,0,0,25.7417,Missing,C,Mr,1,0,0,0
3,male,29.0,0,0,9.5,Missing,S,Mr,0,0,0,0
3,female,28.0,0,0,7.8792,Missing,Q,Miss,1,0,0,0
3,male,9.0,0,2,20.525,Missing,S,Rare,0,0,0,0
2,female,29.0,1,0,26.0,Missing,S,Mrs,0,0,0,0
3,male,25.0,0,0,7.2292,Rare,C,Mr,0,0,0,0
2,male,27.0,0,0,13.0,Missing,S,Mr,0,0,0,0
3,male,74.0,0,0,7.775,Missing,S,Mr,0,0,0,0
2,male,22.0,2,0,31.5,Missing,S,Mr,0,0,0,0
3,male,32.0,0,0,8.05,Missing,S,Mr,0,0,0,0
3,female,13.0,0,0,7.2292,Missing,C,Miss,0,0,0,0
2,female,27.0,0,0,10.5,Rare,S,Miss,0,0,0,0
3,female,45.0,0,0,7.225,Missing,C,Mrs,0,0,0,0
2,male,28.0,0,0,12.875,Missing,S,Mr,1,0,0,0
3,male,22.0,0,0,7.7958,Missing,S,Mr,0,0,0,0
2,male,35.0,0,0,12.35,Missing,Q,Mr,0,0,0,0
3,female,28.0,0,0,7.75,Missing,Q,Miss,1,0,0,0
1,female,43.0,1,0,55.4417,C,C,Mrs,0,0,0,0
3,female,22.0,2,0,8.6625,Missing,S,Miss,0,0,0,0
3,male,30.0,0,0,8.05,Missing,S,Mr,0,0,0,0
3,male,29.0,0,0,8.05,Missing,S,Mr,0,0,0,0
3,female,43.0,1,6,46.9,Missing,S,Mrs,0,0,0,0
3,male,29.0,0,0,7.775,Missing,S,Mr,0,0,0,0
3,female,28.0,0,0,7.2292,Missing,C,Mrs,1,0,0,0
2,male,63.0,1,0,26.0,Missing,S,Mr,0,0,0,0
2,female,32.5,0,0,13.0,Rare,S,Miss,0,0,0,0
1,male,28.0,0,0,42.4,Missing,S,Mr,1,0,0,0
1,female,44.0,0,1,57.9792,Rare,C,Mrs,0,0,0,0
3,male,27.0,0,0,7.8958,Missing,S,Mr,0,0,0,0
3,female,18.0,0,0,6.75,Missing,Q,Miss,0,0,0,0
3,male,22.0,0,0,7.775,Missing,S,Mr,0,0,0,0
3,female,15.0,1,0,14.4542,Missing,C,Mrs,0,0,0,0
3,female,11.0,4,2,31.275,Missing,S,Miss,0,0,0,0
3,male,20.0,0,0,7.925,Missing,S,Mr,0,0,0,0
1,male,35.0,0,0,26.55,Missing,C,Mr,0,0,0,0
1,male,28.0,0,0,221.7792,C,S,Mr,1,0,0,0
3,female,24.0,0,0,7.75,Missing,Q,Miss,0,0,0,0
3,male,25.0,0,0,7.05,Missing,S,Mr,0,0,0,0
3,female,20.0,0,0,8.6625,Missing,S,Miss,0,0,0,0
2,female,36.0,1,0,26.0,Missing,S,Mrs,0,0,0,0
2,male,25.0,1,2,41.5792,Missing,C,Mr,0,0,0,0
2,male,32.0,0,0,13.5,Missing,S,Mr,0,0,0,0
3,male,28.0,0,0,8.6625,Missing,S,Mr,1,0,0,0
1,male,53.0,1,1,81.8583,Rare,S,Rare,0,0,0,0
3,male,18.0,2,2,34.375,Missing,S,Mr,0,0,0,0
2,male,30.0,0,0,10.5,Missing,S,Mr,0,0,0,0
1,female,60.0,0,0,76.2917,Rare,C,Mrs,0,0,0,0
3,female,26.0,0,0,7.925,Missing,S,Miss,0,0,0,0
